#epsilon= 2.608287e-002  dim= 3
0 -7.357266e+000 11840
1 -7.357805e+000 11840
2 -7.358330e+000 11840
3 -7.358842e+000 11840
4 -7.359340e+000 11840
5 -7.359824e+000 11840
6 -7.360295e+000 11840
7 -7.360752e+000 11840
8 -7.361195e+000 11840
9 -7.361625e+000 11840
10 -7.362042e+000 11840
11 -7.362446e+000 11840
12 -7.362837e+000 11840
13 -7.363214e+000 11840
14 -7.363579e+000 11840
15 -7.363932e+000 11840
16 -7.364272e+000 11840
17 -7.364600e+000 11840
18 -7.364915e+000 11840
19 -7.365219e+000 11840
20 -7.365510e+000 11840
21 -7.365790e+000 11840
22 -7.366059e+000 11840
23 -7.366316e+000 11840
24 -7.366562e+000 11840
25 -7.366797e+000 11840
26 -7.367021e+000 11840
27 -7.367235e+000 11840
28 -7.367439e+000 11840
29 -7.367632e+000 11840
30 -7.367816e+000 11840
31 -7.367990e+000 11840
32 -7.368155e+000 11840
33 -7.368310e+000 11840
34 -7.368456e+000 11840
35 -7.368594e+000 11840
36 -7.368723e+000 11840
37 -7.368844e+000 11840
38 -7.368957e+000 11840
39 -7.369062e+000 11840
40 -7.369160e+000 11840
41 -7.369250e+000 11840
42 -7.369334e+000 11840
43 -7.369410e+000 11840
44 -7.369481e+000 11840
45 -7.369545e+000 11840
46 -7.369603e+000 11840
47 -7.369655e+000 11840
48 -7.369702e+000 11840
49 -7.369744e+000 11840
50 -7.369781e+000 11840

#epsilon= 2.608287e-002  dim= 4
0 -7.349320e+000 11599
1 -7.349865e+000 11599
2 -7.350407e+000 11599
3 -7.350949e+000 11599
4 -7.351489e+000 11599
5 -7.352027e+000 11599
6 -7.352564e+000 11599
7 -7.353099e+000 11599
8 -7.353633e+000 11599
9 -7.354165e+000 11599
10 -7.354695e+000 11599
11 -7.355225e+000 11599
12 -7.355752e+000 11599
13 -7.356278e+000 11599
14 -7.356803e+000 11599
15 -7.357326e+000 11599
16 -7.357848e+000 11599
17 -7.358368e+000 11599
18 -7.358887e+000 11599
19 -7.359405e+000 11599
20 -7.359921e+000 11599
21 -7.360436e+000 11599
22 -7.360949e+000 11599
23 -7.361461e+000 11599
24 -7.361972e+000 11599
25 -7.362481e+000 11599
26 -7.362989e+000 11599
27 -7.363496e+000 11599
28 -7.364002e+000 11599
29 -7.364507e+000 11599
30 -7.365010e+000 11599
31 -7.365512e+000 11599
32 -7.366013e+000 11599
33 -7.366513e+000 11599
34 -7.367012e+000 11599
35 -7.367510e+000 11599
36 -7.368007e+000 11599
37 -7.368502e+000 11599
38 -7.368997e+000 11599
39 -7.369491e+000 11599
40 -7.369984e+000 11599
41 -7.370476e+000 11599
42 -7.370968e+000 11599
43 -7.371458e+000 11599
44 -7.371948e+000 11599
45 -7.372437e+000 11599
46 -7.372925e+000 11599
47 -7.373412e+000 11599
48 -7.373899e+000 11599
49 -7.374385e+000 11599
50 -7.374871e+000 11599

#epsilon= 2.608287e-002  dim= 5
0 -7.343673e+000 11460
1 -7.344218e+000 11460
2 -7.344758e+000 11460
3 -7.345293e+000 11460
4 -7.345825e+000 11460
5 -7.346351e+000 11460
6 -7.346873e+000 11460
7 -7.347391e+000 11460
8 -7.347904e+000 11460
9 -7.348413e+000 11460
10 -7.348917e+000 11460
11 -7.349417e+000 11460
12 -7.349913e+000 11460
13 -7.350404e+000 11460
14 -7.350891e+000 11460
15 -7.351374e+000 11460
16 -7.351852e+000 11460
17 -7.352327e+000 11460
18 -7.352797e+000 11460
19 -7.353263e+000 11460
20 -7.353725e+000 11460
21 -7.354183e+000 11460
22 -7.354638e+000 11460
23 -7.355088e+000 11460
24 -7.355534e+000 11460
25 -7.355977e+000 11460
26 -7.356416e+000 11460
27 -7.356851e+000 11460
28 -7.357283e+000 11460
