5.621302e+001,1.000000e+000
5.242445e+001,9.980676e-001
4.889122e+001,9.951691e-001
4.559611e+001,9.864734e-001
4.252309e+001,9.657724e-001
3.965717e+001,9.444958e-001
3.698441e+001,9.033688e-001
3.449179e+001,8.579932e-001
3.216716e+001,8.180392e-001
2.999920e+001,7.714932e-001
2.797735e+001,7.260657e-001
2.609177e+001,6.662338e-001
2.433327e+001,5.898305e-001
2.269329e+001,5.546448e-001
2.116384e+001,4.985577e-001
1.973747e+001,4.613696e-001
1.840723e+001,4.139280e-001
1.716664e+001,3.677193e-001
1.600967e+001,3.304122e-001
1.493067e+001,2.991968e-001
1.392439e+001,2.711599e-001
1.298594e+001,2.421692e-001
1.211073e+001,2.141826e-001
1.129451e+001,1.891941e-001
1.053329e+001,1.761468e-001
9.823385e+000,1.547303e-001
9.161322e+000,1.365161e-001
8.543879e+000,1.199590e-001
7.968050e+000,1.081192e-001
7.431030e+000,9.868605e-002
6.930204e+000,8.864684e-002
6.463131e+000,7.892146e-002
6.027538e+000,7.036077e-002
5.621302e+000,6.222092e-002
5.242445e+000,5.555259e-002
4.889122e+000,5.024864e-002
4.559611e+000,4.315097e-002
4.252309e+000,3.822575e-002
3.965717e+000,3.450602e-002
3.698441e+000,3.073511e-002
3.449179e+000,2.716334e-002
3.216716e+000,2.383167e-002
2.999920e+000,2.081183e-002
2.797735e+000,1.794742e-002
2.609177e+000,1.591698e-002
2.433327e+000,1.425808e-002
2.269329e+000,1.252763e-002
2.116384e+000,1.101507e-002
1.973747e+000,9.464679e-003
1.840723e+000,8.168931e-003
1.716664e+000,7.114864e-003
1.600967e+000,6.180556e-003
1.493067e+000,5.435688e-003
1.392439e+000,4.772389e-003
1.298594e+000,4.176309e-003
1.211073e+000,3.610903e-003
1.129451e+000,3.167438e-003
1.053329e+000,2.804432e-003
9.823385e-001,2.517074e-003
9.161322e-001,2.218720e-003
8.543879e-001,1.939492e-003
7.968050e-001,1.751145e-003
7.431030e-001,1.532743e-003
6.930204e-001,1.365601e-003
6.463131e-001,1.185633e-003
6.027538e-001,1.087627e-003
5.621302e-001,9.626439e-004
5.242445e-001,8.683704e-004
4.889122e-001,7.754075e-004
4.559611e-001,6.959596e-004
4.252309e-001,6.305850e-004
3.965717e-001,5.720762e-004
3.698441e-001,5.102075e-004
3.449179e-001,4.600189e-004
3.216716e-001,4.251213e-004
2.999920e-001,3.914367e-004
2.797735e-001,3.586575e-004
2.609177e-001,3.221008e-004
2.433327e-001,2.868622e-004
2.269329e-001,2.613764e-004
2.116384e-001,2.342142e-004
1.973747e-001,2.128915e-004
1.840723e-001,1.882961e-004
1.716664e-001,1.676973e-004
1.600967e-001,1.494012e-004
1.493067e-001,1.336111e-004
1.392439e-001,1.173984e-004
1.298594e-001,1.000034e-004
1.211073e-001,8.231209e-005
1.129451e-001,6.769982e-005
1.053329e-001,5.323042e-005
9.823385e-002,4.395093e-005
9.161322e-002,3.302181e-005
8.543879e-002,2.436616e-005
7.968050e-002,1.842301e-005
7.431030e-002,1.361753e-005
6.930204e-002,1.102247e-005
6.463131e-002,8.014104e-006
6.027538e-002,6.435428e-006
5.621302e-002,4.921756e-006
5.621302e+001,1.000000e+000
5.242445e+001,9.980676e-001
4.889122e+001,9.951691e-001
4.559611e+001,9.855072e-001
4.252309e+001,9.657724e-001
3.965717e+001,9.444958e-001
3.698441e+001,9.015957e-001
3.449179e+001,8.579932e-001
3.216716e+001,8.156863e-001
2.999920e+001,7.714932e-001
2.797735e+001,7.260657e-001
2.609177e+001,6.662338e-001
2.433327e+001,5.898305e-001
2.269329e+001,5.546448e-001
2.116384e+001,4.975962e-001
1.973747e+001,4.596137e-001
1.840723e+001,4.131455e-001
1.716664e+001,3.673684e-001
1.600967e+001,3.304122e-001
1.493067e+001,2.991968e-001
1.392439e+001,2.711599e-001
1.298594e+001,2.421692e-001
1.211073e+001,2.139765e-001
1.129451e+001,1.890110e-001
1.053329e+001,1.759800e-001
9.823385e+000,1.542882e-001
9.161322e+000,1.363871e-001
8.543879e+000,1.196172e-001
7.968050e+000,1.079137e-001
7.431030e+000,9.859286e-002
6.930204e+000,8.856305e-002
6.463131e+000,7.884572e-002
6.027538e+000,7.029433e-002
5.621302e+000,6.222092e-002
5.242445e+000,5.549917e-002
4.889122e+000,5.024864e-002
4.559611e+000,4.310983e-002
4.252309e+000,3.818969e-002
3.965717e+000,3.447390e-002
3.698441e+000,3.067750e-002
3.449179e+000,2.711214e-002
3.216716e+000,2.376523e-002
2.999920e+000,2.075450e-002
2.797735e+000,1.793057e-002
2.609177e+000,1.588720e-002
2.433327e+000,1.423157e-002
2.269329e+000,1.249254e-002
2.116384e+000,1.101507e-002
1.973747e+000,9.437918e-003
1.840723e+000,8.168931e-003
1.716664e+000,7.108288e-003
1.600967e+000,6.174742e-003
1.493067e+000,5.425594e-003
1.392439e+000,4.767886e-003
1.298594e+000,4.176309e-003
1.211073e+000,3.604234e-003
1.129451e+000,3.161468e-003
1.053329e+000,2.793899e-003
9.823385e-001,2.517074e-003
9.161322e-001,2.208254e-003
8.543879e-001,1.935832e-003
7.968050e-001,1.747878e-003
7.431030e-001,1.532743e-003
6.930204e-001,1.364334e-003
6.463131e-001,1.183377e-003
6.027538e-001,1.087627e-003
5.621302e-001,9.608190e-004
5.242445e-001,8.659470e-004
4.889122e-001,7.746821e-004
4.559611e-001,6.946453e-004
4.252309e-001,6.275908e-004
3.965717e-001,5.693649e-004
3.698441e-001,5.092431e-004
3.449179e-001,4.586982e-004
3.216716e-001,4.239055e-004
2.999920e-001,3.906796e-004
2.797735e-001,3.569577e-004
2.609177e-001,3.217970e-004
2.433327e-001,2.863137e-004
2.269329e-001,2.611275e-004
2.116384e-001,2.342142e-004
1.973747e-001,2.126925e-004
1.840723e-001,1.875822e-004
1.716664e-001,1.672213e-004
1.600967e-001,1.488337e-004
1.493067e-001,1.332293e-004
1.392439e-001,1.170671e-004
1.298594e-001,9.972566e-005
1.211073e-001,8.231209e-005
1.129451e-001,6.744908e-005
1.053329e-001,5.298934e-005
9.823385e-002,4.383236e-005
9.161322e-002,3.281688e-005
8.543879e-002,2.430141e-005
7.968050e-002,1.829617e-005
7.431030e-002,1.354642e-005
6.930204e-002,1.097429e-005
6.463131e-002,7.986245e-006
6.027538e-002,6.407569e-006
5.621302e-002,4.912469e-006
5.621302e+001,1.000000e+000
5.242445e+001,9.980676e-001
4.889122e+001,9.951691e-001
4.559611e+001,9.855072e-001
4.252309e+001,9.657724e-001
3.965717e+001,9.444958e-001
3.698441e+001,9.007092e-001
3.449179e+001,8.571429e-001
3.216716e+001,8.156863e-001
2.999920e+001,7.714932e-001
2.797735e+001,7.260657e-001
2.609177e+001,6.662338e-001
2.433327e+001,5.892655e-001
2.269329e+001,5.540984e-001
2.116384e+001,4.971154e-001
1.973747e+001,4.587357e-001
1.840723e+001,4.127543e-001
1.716664e+001,3.670175e-001
1.600967e+001,3.300876e-001
1.493067e+001,2.989099e-001
1.392439e+001,2.703762e-001
1.298594e+001,2.419355e-001
1.211073e+001,2.139765e-001
1.129451e+001,1.886447e-001
1.053329e+001,1.754796e-001
9.823385e+000,1.539935e-001
9.161322e+000,1.357419e-001
8.543879e+000,1.191615e-001
7.968050e+000,1.077081e-001
7.431030e+000,9.840649e-002
6.930204e+000,8.839548e-002
6.463131e+000,7.846702e-002
6.027538e+000,7.022789e-002
5.621302e+000,6.180964e-002
5.242445e+000,5.544576e-002
4.889122e+000,4.982240e-002
4.559611e+000,4.306870e-002
4.252309e+000,3.808150e-002
3.965717e+000,3.424900e-002
3.698441e+000,3.059108e-002
3.449179e+000,2.695853e-002
3.216716e+000,2.374308e-002
2.999920e+000,2.067806e-002
2.797735e+000,1.782946e-002
2.609177e+000,1.581275e-002
2.433327e+000,1.411232e-002
2.269329e+000,1.244575e-002
2.116384e+000,1.097347e-002
1.973747e+000,9.420077e-003
1.840723e+000,8.108252e-003
1.716664e+000,7.095137e-003
1.600967e+000,6.151485e-003
1.493067e+000,5.405405e-003
1.392439e+000,4.749877e-003
1.298594e+000,4.164621e-003
1.211073e+000,3.580895e-003
1.129451e+000,3.143556e-003
1.053329e+000,2.775466e-003
9.823385e-001,2.514739e-003
9.161322e-001,2.197788e-003
8.543879e-001,1.930343e-003
7.968050e-001,1.733176e-003
7.431030e-001,1.529873e-003
6.930204e-001,1.355467e-003
6.463131e-001,1.178865e-003
6.027538e-001,1.082477e-003
5.621302e-001,9.580816e-004
5.242445e-001,8.627159e-004
4.889122e-001,7.696046e-004
4.559611e-001,6.926737e-004
4.252309e-001,6.257942e-004
3.965717e-001,5.671959e-004
3.698441e-001,5.077963e-004
3.449179e-001,4.573776e-004
3.216716e-001,4.226897e-004
2.999920e-001,3.895439e-004
2.797735e-001,3.555979e-004
2.609177e-001,3.202776e-004
2.433327e-001,2.857652e-004
2.269329e-001,2.601318e-004
2.116384e-001,2.339907e-004
1.973747e-001,2.120956e-004
1.840723e-001,1.866898e-004
1.716664e-001,1.667453e-004
1.600967e-001,1.479824e-004
1.493067e-001,1.329748e-004
1.392439e-001,1.167357e-004
1.298594e-001,9.917008e-005
1.211073e-001,8.208110e-005
1.129451e-001,6.707297e-005
1.053329e-001,5.270005e-005
9.823385e-002,4.351617e-005
9.161322e-002,3.261196e-005
8.543879e-002,2.417192e-005
7.968050e-002,1.807421e-005
7.431030e-002,1.342790e-005
6.930204e-002,1.091648e-005
6.463131e-002,7.930527e-006
6.027538e-002,6.370423e-006
5.621302e-002,4.884610e-006
5.621302e+001,1.000000e+000
5.242445e+001,9.980676e-001
4.889122e+001,9.951691e-001
4.559611e+001,9.855072e-001
4.252309e+001,9.657724e-001
3.965717e+001,9.435708e-001
3.698441e+001,9.007092e-001
3.449179e+001,8.554422e-001
3.216716e+001,8.133333e-001
2.999920e+001,7.714932e-001
2.797735e+001,7.260657e-001
2.609177e+001,6.655844e-001
2.433327e+001,5.887006e-001
2.269329e+001,5.535519e-001
2.116384e+001,4.966346e-001
1.973747e+001,4.582968e-001
1.840723e+001,4.107981e-001
1.716664e+001,3.656140e-001
1.600967e+001,3.287894e-001
1.493067e+001,2.986231e-001
1.392439e+001,2.690700e-001
1.298594e+001,2.414680e-001
1.211073e+001,2.127396e-001
1.129451e+001,1.884615e-001
1.053329e+001,1.749791e-001
9.823385e+000,1.536988e-001
9.161322e+000,1.349677e-001
8.543879e+000,1.188198e-001
7.968050e+000,1.071942e-001
7.431030e+000,9.840649e-002
6.930204e+000,8.780897e-002
6.463131e+000,7.793683e-002
6.027538e+000,6.996213e-002
5.621302e+000,6.169213e-002
5.242445e+000,5.523209e-002
4.889122e+000,4.958560e-002
4.559611e+000,4.306870e-002
4.252309e+000,3.790119e-002
3.965717e+000,3.412048e-002
3.698441e+000,3.041825e-002
3.449179e+000,2.683052e-002
3.216716e+000,2.365449e-002
2.999920e+000,2.065895e-002
2.797735e+000,1.781261e-002
2.609177e+000,1.570852e-002
2.433327e+000,1.405931e-002
2.269329e+000,1.242236e-002
2.116384e+000,1.092146e-002
1.973747e+000,9.384394e-003
1.840723e+000,8.077912e-003
1.716664e+000,7.062258e-003
1.600967e+000,6.134042e-003
1.493067e+000,5.370076e-003
1.392439e+000,4.718362e-003
1.298594e+000,4.141247e-003
